1,b98a8f48-0b31-4209-af2c-aea5d4063a16,d8fe679e-1c79-4eb0-9204-99a383961f9a,Company Administrator,,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
2,a1324d98-92e5-457d-ab93-d286d74a496c,b318d776-4fe1-45f1-9bd6-e8cadc77dd0b,Secondary-Stafflist-DG,sd-stafflist-dg@tlcdg.com,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
3,a64939ae-4696-48b8-904b-3101d570ec5a,e0e25a42-e849-436f-a054-ba269758ba1a,TLC Human Resources,jobs@tlcdg.com,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
4,09e41115-1c2a-4c1e-9968-85f0b7280926,f2525e8b-94d9-4ec1-ab05-7f11eb067a5b,TLC Support,support@tlcdg.com,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
5,746f8e1a-a16b-42c1-856d-6c54e9bdb369,d764c2a6-fc9d-4e0f-a861-0e4f58fa0870,TLCDG All Staff,tlc-allstaff-dl@tlcdg.com,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
6,4cfa7df3-6c50-4ce0-b6de-5a5b753b7e54,c85dcd73-e0c9-4288-a601-4770ab0f42ce,Support,InformationTechnology@tlcdg.com,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
7,5f3ac318-7a8f-4f7f-ba46-e1128c19c61e,9d950111-b71c-45d0-a9f5-773a7b264ef7,Hall of Records,HumanResources@tlcdg.com,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
8,a8b55b88-02e2-450e-91b9-67d3b49833f4,7a2e48cf-7c6b-46e5-acf4-9e05273187a8,Managers,managers@tlcdg.com,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
9,5e9386e3-4522-482f-90b6-415eb521e8bd,b5a62ca8-3c87-4cb4-9184-7edf08feec86,HR-STAFF,hr-staff@tlcdg.com,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
10,a63ffe44-9955-4b32-a37c-81f2147aea5c,89fbecd7-ab0a-471b-86fb-172f78c2de99,HR-SG-Group,,2019-04-25 05:33:10,2019-04-25 05:33:10,1,127.0.0.1,,,
